,addrcode,Year,Month,rainfall
861,100206,2016,8,62.720000000000006
862,100206,2016,9,72.1525
863,100206,2016,10,64.23999999999998
864,100206,2016,11,10.327499999999999
865,100206,2016,12,9.475000000000001
866,100206,2017,1,17.388
867,100206,2017,2,16.03
868,100206,2017,3,15.3625
869,100206,2017,4,44.766
870,100206,2017,5,33.040000000000006
871,100206,2017,6,19.625
872,100206,2017,7,32.077999999999996
873,100206,2017,8,53.230000000000004
874,100206,2017,9,38.648
875,100206,2017,10,35.85
876,100206,2017,11,3.585
877,100206,2017,12,0.3975
884,100301,2014,3,20.532000000000004
885,100301,2014,4,16.1025
886,100301,2014,5,10.89
887,100301,2014,6,47.31
888,100301,2014,7,13.649999999999999
889,100301,2014,8,40.122
890,100301,2014,9,65.1125
891,100301,2014,10,68.26
892,100301,2014,11,6.534000000000001
893,100301,2014,12,3.8124999999999996
894,100301,2015,1,9.968333333333332
895,100301,2015,2,0.03
896,100301,2015,3,2.8
897,100301,2015,4,4.3225
898,100301,2015,5,24.2
899,100301,2015,6,70.0125
900,100301,2015,7,56.8675
901,100301,2015,8,43.172000000000004
902,100301,2015,9,89.28
903,100301,2015,10,52.108000000000004
904,100301,2015,11,10.4125
905,100301,2015,12,0.6075
906,100301,2016,1,7.174000000000001
907,100301,2016,2,0.0
908,100301,2016,3,18.595
909,100301,2016,4,9.957999999999998
910,100301,2016,5,91.565
911,100301,2016,6,45.31999999999999
912,100301,2016,7,57.181999999999995
913,100301,2016,8,59.84250000000001
914,100301,2016,9,63.49249999999999
915,100301,2016,10,54.278
916,100301,2016,11,6.26
917,100301,2016,12,3.7224999999999997
918,100301,2017,1,21.130000000000003
919,100301,2017,2,16.1325
920,100301,2017,3,15.9525
921,100301,2017,4,43.022000000000006
922,100301,2017,5,36.5
923,100301,2017,6,20.825000000000003
924,100301,2017,7,31.974
925,100301,2017,8,47.8525
926,100301,2017,9,36.102
927,100301,2017,10,34.1875
928,100301,2017,11,1.7274999999999998
929,100301,2017,12,1.1525
936,100302,2014,3,20.532
937,100302,2014,4,16.1025
938,100302,2014,5,10.89
939,100302,2014,6,47.31
940,100302,2014,7,13.649999999999999
941,100302,2014,8,40.122
942,100302,2014,9,65.1125
943,100302,2014,10,68.26
944,100302,2014,11,6.534000000000001
945,100302,2014,12,3.8124999999999996
946,100302,2015,1,9.968333333333334
947,100302,2015,2,0.03
948,100302,2015,3,2.8
949,100302,2015,4,4.3225
950,100302,2015,5,24.2
951,100302,2015,6,70.0125
952,100302,2015,7,56.8675
953,100302,2015,8,43.172000000000004
954,100302,2015,9,89.28
955,100302,2015,10,52.108000000000004
956,100302,2015,11,10.412500000000001
957,100302,2015,12,0.6075
958,100302,2016,1,7.1739999999999995
959,100302,2016,2,0.0
960,100302,2016,3,18.595
961,100302,2016,4,9.958000000000002
962,100302,2016,5,91.565
